key,asset_id,model_p95_512,best_raw_rgb_mode,best_raw_rgb_p95,best_raw_rgb_over_model,mean7_p90,mean7_p95,median7_top8,silhouette_truth_feasible_frac,silhouette_feasible_depth_count_median,silhouette_width_p50,silhouette_width_p90,largest_face_over_median
f089,asset_f089abadcd071194617d640b,0.44874305129051195,best4,0.26237378638890235,0.5846860149351797,0.1004592046821325,0.34796728585420406,0.8496428571428571,0.4303571428571429,4.0,0.08775000000000005,0.24637500000000007,850.2729635306916
ea593,asset_ea593d044e14f20abe6d2818,0.34310040324926333,perp2_mean,0.4832848045334041,1.4085812781231168,0.3944652123472422,0.5511657226962448,0.6451785714285714,0.9380357142857143,93.0,0.3105,0.9652500000000002,7.900813662484005
662ed,asset_662ed7f1e328bd85959157cf,0.24911818504333483,best6,0.28322107405682023,1.1368944182358791,0.2302313777845053,0.31040589118470985,0.7798214285714286,0.9451785714285714,63.0,0.3105,0.48600000000000004,9.870301981329291
